"bat1","bat2","dyad","kinship","site1","site2","colony1","colony2"
"alicia","bat1","alicia_bat1",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bat2","alicia_bat2",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bat3","alicia_bat3",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bat4","alicia_bat4",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bat5","alicia_bat5",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bat6","alicia_bat6",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bat7","alicia_bat7",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","bella","alicia_bella",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","betty","alicia_betty",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","black-panther","alicia_black-panther",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","c","alicia_c",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","captain-america","alicia_captain-america",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","cat","alicia_cat",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","cc","alicia_cc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","ccc","alicia_ccc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","ccs","alicia_ccs",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","cd","alicia_cd",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","cerce","alicia_cerce",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","cerceson","alicia_cerceson",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","cindy","alicia_cindy",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","countess","alicia_countess",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","cs","alicia_cs",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","csc","alicia_csc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","d","alicia_d",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","daredevil","alicia_daredevil",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","dcd","alicia_dcd",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","dd","alicia_dd",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","ddd","alicia_ddd",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","ddld","alicia_ddld",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","desi","alicia_desi",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","dos","alicia_dos",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","dr","alicia_dr",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","dr-strange","alicia_dr-strange",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","ds","alicia_ds",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","esther","alicia_esther",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","eve","alicia_eve",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","falcon","alicia_falcon",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","flapper","alicia_flapper",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","fran","alicia_fran",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","fuschia","alicia_fuschia",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","gayle","alicia_gayle",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","gelfing","alicia_gelfing",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","green-arrow","alicia_green-arrow",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","gremlin","alicia_gremlin",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","helsing","alicia_helsing",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","hera","alicia_hera",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","hilga","alicia_hilga",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","houdini","alicia_houdini",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","hulk","alicia_hulk",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","irma","alicia_irma",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","iron-man","alicia_iron-man",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","ivy","alicia_ivy",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","jenna-bat","alicia_jenna-bat",0,"chorrera","gamboa","2019-colony","2017-colony"
"alicia","jupiter","alicia_jupiter",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","kelly","alicia_kelly",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","ldc","alicia_ldc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","lds","alicia_lds",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","lilith","alicia_lilith",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","lily","alicia_lily",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","lilyson","alicia_lilyson",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","lsd","alicia_lsd",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","lucy","alicia_lucy",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","lucyson","alicia_lucyson",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","mabel","alicia_mabel",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","marce","alicia_marce",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","maribelo","alicia_maribelo",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","mina","alicia_mina",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","mya","alicia_mya",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","no-band","alicia_no-band",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","ola","alicia_ola",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","opal","alicia_opal",NA,"chorrera","chorrera","2019-colony","2019-colony"
"alicia","piper","alicia_piper",NA,"chorrera","chorrera","2019-colony","2019-colony"
"alicia","pixus","alicia_pixus",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","queen","alicia_queen",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","r","alicia_r",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","rc","alicia_rc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","rina","alicia_rina",NA,"chorrera","chorrera","2019-colony","2019-colony"
"alicia","s","alicia_s",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","sam1","alicia_sam1",0,"chorrera","chilibre","2019-colony","2017-colony"
"alicia","sam2","alicia_sam2",0,"chorrera","chilibre","2019-colony","2017-colony"
"alicia","sam5","alicia_sam5",0,"chorrera","chilibre","2019-colony","2017-colony"
"alicia","sam6","alicia_sam6",0,"chorrera","chilibre","2019-colony","2017-colony"
"alicia","sam7","alicia_sam7",0,"chorrera","chilibre","2019-colony","2017-colony"
"alicia","sc","alicia_sc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","scc","alicia_scc",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","scs","alicia_scs",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","sd","alicia_sd",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","shania","alicia_shania",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","sheldon","alicia_sheldon",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","six","alicia_six",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","snow","alicia_snow",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","son-of-ola","alicia_son-of-ola",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","sonofzaria","alicia_sonofzaria",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","speedster","alicia_speedster",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","spiderman","alicia_spiderman",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","ss","alicia_ss",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","sss","alicia_sss",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","streblick","alicia_streblick",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","tes","alicia_tes",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","thecount","alicia_thecount",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","tiffany","alicia_tiffany",0,"chorrera","lake.bayano","2019-colony","2019-colony"
"alicia","toast","alicia_toast",0,"chorrera","tole","2019-colony","2019-colony"
"alicia","una","alicia_una",0,"chorrera","las.pavas","2019-colony","2017-colony"
"alicia","vampirella","alicia_vampirella",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","vampison","alicia_vampison",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","veronica","alicia_veronica",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","vixen","alicia_vixen",NA,"chorrera","chorrera","2019-colony","2019-colony"
"alicia","vlad","alicia_vlad",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","war-machine","alicia_war-machine",0,"chorrera","tole","2019-colony","2017-colony"
"alicia","whimsey","alicia_whimsey",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","winona","alicia_winona",NA,"chorrera","chorrera","2019-colony","2019-colony"
"alicia","zaria","alicia_zaria",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","zarison","alicia_zarison",0,"chorrera","zoo","2019-colony","2014-colony"
"alicia","zelda","alicia_zelda",NA,"chorrera","chorrera","2019-colony","2019-colony"
"bat1","alicia","alicia_bat1",0,"zoo","chorrera","2014-colony","2019-colony"
"bat1","bat2","bat1_bat2",0.0885,"zoo","zoo","2014-colony","2014-colony"
"bat1","bat3","bat1_bat3",0.253,"zoo","zoo","2014-colony","2014-colony"
"bat1","bat4","bat1_bat4",0.2724,"zoo","zoo","2014-colony","2014-colony"
"bat1","bat5","bat1_bat5",0.4463,"zoo","zoo","2014-colony","2014-colony"
"bat1","bat6","bat1_bat6",0.3218,"zoo","zoo","2014-colony","2014-colony"
"bat1","bat7","bat1_bat7",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","bella","bat1_bella",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","betty","bat1_betty",0,"zoo","tole","2014-colony","2019-colony"
"bat1","black-panther","bat1_black-panther",0,"zoo","tole","2014-colony","2017-colony"
"bat1","c","bat1_c",0,"zoo","tole","2014-colony","2017-colony"
"bat1","captain-america","bat1_captain-america",0,"zoo","tole","2014-colony","2017-colony"
"bat1","cat","bat1_cat",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","cc","bat1_cc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","ccc","bat1_ccc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","ccs","bat1_ccs",0,"zoo","tole","2014-colony","2017-colony"
"bat1","cd","bat1_cd",0,"zoo","tole","2014-colony","2017-colony"
"bat1","cerce","bat1_cerce",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","cerceson","bat1_cerceson",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","cindy","bat1_cindy",0,"zoo","tole","2014-colony","2019-colony"
"bat1","countess","bat1_countess",0.5,"zoo","zoo","2014-colony","2014-colony"
"bat1","cs","bat1_cs",0,"zoo","tole","2014-colony","2017-colony"
"bat1","csc","bat1_csc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","d","bat1_d",0,"zoo","tole","2014-colony","2019-colony"
"bat1","daredevil","bat1_daredevil",0,"zoo","tole","2014-colony","2017-colony"
"bat1","dcd","bat1_dcd",0,"zoo","tole","2014-colony","2017-colony"
"bat1","dd","bat1_dd",0,"zoo","tole","2014-colony","2017-colony"
"bat1","ddd","bat1_ddd",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","ddld","bat1_ddld",0,"zoo","tole","2014-colony","2017-colony"
"bat1","desi","bat1_desi",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","dos","bat1_dos",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","dr","bat1_dr",0,"zoo","tole","2014-colony","2017-colony"
"bat1","dr-strange","bat1_dr-strange",0,"zoo","tole","2014-colony","2017-colony"
"bat1","ds","bat1_ds",0,"zoo","tole","2014-colony","2017-colony"
"bat1","esther","bat1_esther",0,"zoo","tole","2014-colony","2019-colony"
"bat1","eve","bat1_eve",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","falcon","bat1_falcon",0,"zoo","tole","2014-colony","2017-colony"
"bat1","flapper","bat1_flapper",0.5,"zoo","zoo","2014-colony","2014-colony"
"bat1","fran","bat1_fran",0,"zoo","tole","2014-colony","2019-colony"
"bat1","fuschia","bat1_fuschia",0.1222,"zoo","zoo","2014-colony","2014-colony"
"bat1","gayle","bat1_gayle",0,"zoo","tole","2014-colony","2019-colony"
"bat1","gelfing","bat1_gelfing",0.1259,"zoo","zoo","2014-colony","2014-colony"
"bat1","green-arrow","bat1_green-arrow",0,"zoo","tole","2014-colony","2017-colony"
"bat1","gremlin","bat1_gremlin",0.0647,"zoo","zoo","2014-colony","2014-colony"
"bat1","helsing","bat1_helsing",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","hera","bat1_hera",0,"zoo","tole","2014-colony","2019-colony"
"bat1","hilga","bat1_hilga",0,"zoo","tole","2014-colony","2017-colony"
"bat1","houdini","bat1_houdini",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","hulk","bat1_hulk",0,"zoo","tole","2014-colony","2017-colony"
"bat1","irma","bat1_irma",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","iron-man","bat1_iron-man",0,"zoo","tole","2014-colony","2017-colony"
"bat1","ivy","bat1_ivy",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","jenna-bat","bat1_jenna-bat",0,"zoo","gamboa","2014-colony","2017-colony"
"bat1","jupiter","bat1_jupiter",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","kelly","bat1_kelly",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","ldc","bat1_ldc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","lds","bat1_lds",0,"zoo","tole","2014-colony","2017-colony"
"bat1","lilith","bat1_lilith",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","lily","bat1_lily",0.0614,"zoo","zoo","2014-colony","2014-colony"
"bat1","lilyson","bat1_lilyson",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","lsd","bat1_lsd",0,"zoo","tole","2014-colony","2017-colony"
"bat1","lucy","bat1_lucy",0.2297,"zoo","zoo","2014-colony","2014-colony"
"bat1","lucyson","bat1_lucyson",0.0462,"zoo","zoo","2014-colony","2014-colony"
"bat1","mabel","bat1_mabel",0,"zoo","tole","2014-colony","2019-colony"
"bat1","marce","bat1_marce",0.0351,"zoo","zoo","2014-colony","2014-colony"
"bat1","maribelo","bat1_maribelo",0.2507,"zoo","zoo","2014-colony","2014-colony"
"bat1","mina","bat1_mina",0.021,"zoo","zoo","2014-colony","2014-colony"
"bat1","mya","bat1_mya",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","no-band","bat1_no-band",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","ola","bat1_ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","opal","bat1_opal",0,"zoo","chorrera","2014-colony","2019-colony"
"bat1","piper","bat1_piper",0,"zoo","chorrera","2014-colony","2019-colony"
"bat1","pixus","bat1_pixus",0.0635,"zoo","zoo","2014-colony","2014-colony"
"bat1","queen","bat1_queen",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","r","bat1_r",0,"zoo","tole","2014-colony","2017-colony"
"bat1","rc","bat1_rc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","rina","bat1_rina",0,"zoo","chorrera","2014-colony","2019-colony"
"bat1","s","bat1_s",0,"zoo","tole","2014-colony","2017-colony"
"bat1","sam1","bat1_sam1",0,"zoo","chilibre","2014-colony","2017-colony"
"bat1","sam2","bat1_sam2",0,"zoo","chilibre","2014-colony","2017-colony"
"bat1","sam5","bat1_sam5",0,"zoo","chilibre","2014-colony","2017-colony"
"bat1","sam6","bat1_sam6",0,"zoo","chilibre","2014-colony","2017-colony"
"bat1","sam7","bat1_sam7",0,"zoo","chilibre","2014-colony","2017-colony"
"bat1","sc","bat1_sc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","scc","bat1_scc",0,"zoo","tole","2014-colony","2017-colony"
"bat1","scs","bat1_scs",0,"zoo","tole","2014-colony","2019-colony"
"bat1","sd","bat1_sd",0,"zoo","tole","2014-colony","2017-colony"
"bat1","shania","bat1_shania",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","sheldon","bat1_sheldon",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","six","bat1_six",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","snow","bat1_snow",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","son-of-ola","bat1_son-of-ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","sonofzaria","bat1_sonofzaria",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","speedster","bat1_speedster",0.0865,"zoo","zoo","2014-colony","2014-colony"
"bat1","spiderman","bat1_spiderman",0,"zoo","tole","2014-colony","2017-colony"
"bat1","ss","bat1_ss",0,"zoo","tole","2014-colony","2017-colony"
"bat1","sss","bat1_sss",0,"zoo","tole","2014-colony","2017-colony"
"bat1","streblick","bat1_streblick",0,"zoo","zoo","2014-colony","2014-colony"
"bat1","tes","bat1_tes",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","thecount","bat1_thecount",0.0998,"zoo","zoo","2014-colony","2014-colony"
"bat1","tiffany","bat1_tiffany",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat1","toast","bat1_toast",0,"zoo","tole","2014-colony","2019-colony"
"bat1","una","bat1_una",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat1","vampirella","bat1_vampirella",0.4621,"zoo","zoo","2014-colony","2014-colony"
"bat1","vampison","bat1_vampison",NA,"zoo","zoo","2014-colony","2014-colony"
"bat1","veronica","bat1_veronica",0.1814,"zoo","zoo","2014-colony","2014-colony"
"bat1","vixen","bat1_vixen",0,"zoo","chorrera","2014-colony","2019-colony"
"bat1","vlad","bat1_vlad",0.1083,"zoo","zoo","2014-colony","2014-colony"
"bat1","war-machine","bat1_war-machine",0,"zoo","tole","2014-colony","2017-colony"
"bat1","whimsey","bat1_whimsey",0.182,"zoo","zoo","2014-colony","2014-colony"
"bat1","winona","bat1_winona",0,"zoo","chorrera","2014-colony","2019-colony"
"bat1","zaria","bat1_zaria",0.0059,"zoo","zoo","2014-colony","2014-colony"
"bat1","zarison","bat1_zarison",0.0502,"zoo","zoo","2014-colony","2014-colony"
"bat1","zelda","bat1_zelda",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","alicia","alicia_bat2",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","bat1","bat1_bat2",0.0885,"zoo","zoo","2014-colony","2014-colony"
"bat2","bat3","bat2_bat3",0.4777,"zoo","zoo","2014-colony","2014-colony"
"bat2","bat4","bat2_bat4",0.5,"zoo","zoo","2014-colony","2014-colony"
"bat2","bat5","bat2_bat5",0.2241,"zoo","zoo","2014-colony","2014-colony"
"bat2","bat6","bat2_bat6",0.2058,"zoo","zoo","2014-colony","2014-colony"
"bat2","bat7","bat2_bat7",0.1411,"zoo","zoo","2014-colony","2014-colony"
"bat2","bella","bat2_bella",0.0193,"zoo","zoo","2014-colony","2014-colony"
"bat2","betty","bat2_betty",0,"zoo","tole","2014-colony","2019-colony"
"bat2","black-panther","bat2_black-panther",0,"zoo","tole","2014-colony","2017-colony"
"bat2","c","bat2_c",0,"zoo","tole","2014-colony","2017-colony"
"bat2","captain-america","bat2_captain-america",0,"zoo","tole","2014-colony","2017-colony"
"bat2","cat","bat2_cat",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","cc","bat2_cc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","ccc","bat2_ccc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","ccs","bat2_ccs",0,"zoo","tole","2014-colony","2017-colony"
"bat2","cd","bat2_cd",0,"zoo","tole","2014-colony","2017-colony"
"bat2","cerce","bat2_cerce",0.1668,"zoo","zoo","2014-colony","2014-colony"
"bat2","cerceson","bat2_cerceson",0.0764,"zoo","zoo","2014-colony","2014-colony"
"bat2","cindy","bat2_cindy",0,"zoo","tole","2014-colony","2019-colony"
"bat2","countess","bat2_countess",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","cs","bat2_cs",0,"zoo","tole","2014-colony","2017-colony"
"bat2","csc","bat2_csc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","d","bat2_d",0,"zoo","tole","2014-colony","2019-colony"
"bat2","daredevil","bat2_daredevil",0,"zoo","tole","2014-colony","2017-colony"
"bat2","dcd","bat2_dcd",0,"zoo","tole","2014-colony","2017-colony"
"bat2","dd","bat2_dd",0,"zoo","tole","2014-colony","2017-colony"
"bat2","ddd","bat2_ddd",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","ddld","bat2_ddld",0,"zoo","tole","2014-colony","2017-colony"
"bat2","desi","bat2_desi",0.0173,"zoo","zoo","2014-colony","2014-colony"
"bat2","dos","bat2_dos",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","dr","bat2_dr",0,"zoo","tole","2014-colony","2017-colony"
"bat2","dr-strange","bat2_dr-strange",0,"zoo","tole","2014-colony","2017-colony"
"bat2","ds","bat2_ds",0,"zoo","tole","2014-colony","2017-colony"
"bat2","esther","bat2_esther",0,"zoo","tole","2014-colony","2019-colony"
"bat2","eve","bat2_eve",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","falcon","bat2_falcon",0,"zoo","tole","2014-colony","2017-colony"
"bat2","flapper","bat2_flapper",0.0314,"zoo","zoo","2014-colony","2014-colony"
"bat2","fran","bat2_fran",0,"zoo","tole","2014-colony","2019-colony"
"bat2","fuschia","bat2_fuschia",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","gayle","bat2_gayle",0,"zoo","tole","2014-colony","2019-colony"
"bat2","gelfing","bat2_gelfing",0.0544,"zoo","zoo","2014-colony","2014-colony"
"bat2","green-arrow","bat2_green-arrow",0,"zoo","tole","2014-colony","2017-colony"
"bat2","gremlin","bat2_gremlin",0.1182,"zoo","zoo","2014-colony","2014-colony"
"bat2","helsing","bat2_helsing",0.1405,"zoo","zoo","2014-colony","2014-colony"
"bat2","hera","bat2_hera",0,"zoo","tole","2014-colony","2019-colony"
"bat2","hilga","bat2_hilga",0,"zoo","tole","2014-colony","2017-colony"
"bat2","houdini","bat2_houdini",0.101,"zoo","zoo","2014-colony","2014-colony"
"bat2","hulk","bat2_hulk",0,"zoo","tole","2014-colony","2017-colony"
"bat2","irma","bat2_irma",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","iron-man","bat2_iron-man",0,"zoo","tole","2014-colony","2017-colony"
"bat2","ivy","bat2_ivy",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","jenna-bat","bat2_jenna-bat",0,"zoo","gamboa","2014-colony","2017-colony"
"bat2","jupiter","bat2_jupiter",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","kelly","bat2_kelly",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","ldc","bat2_ldc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","lds","bat2_lds",0,"zoo","tole","2014-colony","2017-colony"
"bat2","lilith","bat2_lilith",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","lily","bat2_lily",0.0215,"zoo","zoo","2014-colony","2014-colony"
"bat2","lilyson","bat2_lilyson",0.1282,"zoo","zoo","2014-colony","2014-colony"
"bat2","lsd","bat2_lsd",0,"zoo","tole","2014-colony","2017-colony"
"bat2","lucy","bat2_lucy",0.0834,"zoo","zoo","2014-colony","2014-colony"
"bat2","lucyson","bat2_lucyson",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","mabel","bat2_mabel",0,"zoo","tole","2014-colony","2019-colony"
"bat2","marce","bat2_marce",0.0883,"zoo","zoo","2014-colony","2014-colony"
"bat2","maribelo","bat2_maribelo",0.2061,"zoo","zoo","2014-colony","2014-colony"
"bat2","mina","bat2_mina",0.0054,"zoo","zoo","2014-colony","2014-colony"
"bat2","mya","bat2_mya",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","no-band","bat2_no-band",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","ola","bat2_ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","opal","bat2_opal",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","piper","bat2_piper",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","pixus","bat2_pixus",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","queen","bat2_queen",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","r","bat2_r",0,"zoo","tole","2014-colony","2017-colony"
"bat2","rc","bat2_rc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","rina","bat2_rina",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","s","bat2_s",0,"zoo","tole","2014-colony","2017-colony"
"bat2","sam1","bat2_sam1",0,"zoo","chilibre","2014-colony","2017-colony"
"bat2","sam2","bat2_sam2",0,"zoo","chilibre","2014-colony","2017-colony"
"bat2","sam5","bat2_sam5",0,"zoo","chilibre","2014-colony","2017-colony"
"bat2","sam6","bat2_sam6",0,"zoo","chilibre","2014-colony","2017-colony"
"bat2","sam7","bat2_sam7",0,"zoo","chilibre","2014-colony","2017-colony"
"bat2","sc","bat2_sc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","scc","bat2_scc",0,"zoo","tole","2014-colony","2017-colony"
"bat2","scs","bat2_scs",0,"zoo","tole","2014-colony","2019-colony"
"bat2","sd","bat2_sd",0,"zoo","tole","2014-colony","2017-colony"
"bat2","shania","bat2_shania",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","sheldon","bat2_sheldon",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","six","bat2_six",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","snow","bat2_snow",0.0631,"zoo","zoo","2014-colony","2014-colony"
"bat2","son-of-ola","bat2_son-of-ola",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","sonofzaria","bat2_sonofzaria",0.0624,"zoo","zoo","2014-colony","2014-colony"
"bat2","speedster","bat2_speedster",0.2049,"zoo","zoo","2014-colony","2014-colony"
"bat2","spiderman","bat2_spiderman",0,"zoo","tole","2014-colony","2017-colony"
"bat2","ss","bat2_ss",0,"zoo","tole","2014-colony","2017-colony"
"bat2","sss","bat2_sss",0,"zoo","tole","2014-colony","2017-colony"
"bat2","streblick","bat2_streblick",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","tes","bat2_tes",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","thecount","bat2_thecount",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","tiffany","bat2_tiffany",0,"zoo","lake.bayano","2014-colony","2019-colony"
"bat2","toast","bat2_toast",0,"zoo","tole","2014-colony","2019-colony"
"bat2","una","bat2_una",0,"zoo","las.pavas","2014-colony","2017-colony"
"bat2","vampirella","bat2_vampirella",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","vampison","bat2_vampison",NA,"zoo","zoo","2014-colony","2014-colony"
"bat2","veronica","bat2_veronica",0,"zoo","zoo","2014-colony","2014-colony"
"bat2","vixen","bat2_vixen",0,"zoo","chorrera","2014-colony","2019-colony"
"bat2","vlad","bat2_vlad",0.049,"zoo","zoo","2014-colony","2014-colony"
